f0_,cleaned_url,exists in mint docs
24,docs.statsig.com/developer-guides/feature-flags-in-javascript,False
24,docs.statsig.com/developer-guides/abtest-in-nodejs,False
23,docs.statsig.com/stats-engine/pre-experiment-bias-whn,False
23,docs.statsig.com/stats-engine/methodologies/cuped-whn,False
23,docs.statsig.com/infra-analytics/events-mode-logs-explorer,False
23,docs.statsig.com/azureai/embeddings,True
22,docs.statsig.com/stats-engine/methodologies/bonferroni-correction-whn,False
22,docs.statsig.com/server-core/go/migration,False
22,docs.statsig.com/metrics/201,True
22,docs.statsig.com/integrations/snippets/integration_statsig_env_format,False
22,docs.statsig.com/integrations/gitlab_code_references,True
22,docs.statsig.com/client/deprecated/reactNativeExpoSDK,False
22,docs.statsig.com/aggregated-impact-whn,False
21,docs.statsig.com/statsig-warehouse-native/guides/metric_sources,True
21,docs.statsig.com/sdks/pagination-params-breaking-change-08-2024,False
21,docs.statsig.com/sdks/group-name-breaking-change-02-2024,False
21,docs.statsig.com/guides/sidecar-experiments/sidecar-v3,False
21,docs.statsig.com/guides/guides_overview,False
21,docs.statsig.com/console/accessManagement/sso/okta_sso,False
20,docs.statsig.com/statsig-warehouse-native/guides/cloud2whn,True
20,docs.statsig.com/metrics/create-user-flows,True
20,docs.statsig.com/integrations/snippets/integration_event_formats,False
20,docs.statsig.com/developer-guides/abtest-in-rust,False
20,docs.statsig.com/console-api/snippets/conditions,False
20,docs.statsig.com/azureai/completions,True
19,docs.statsig.com/metrics/301,True
19,docs.statsig.com/console-api/events,False
18,docs.statsig.com/statsig-warehouse-native/data-sources,False
18,docs.statsig.com/integrations/snippets/stitch_event_formats,False
18,docs.statsig.com/developer-guides/feature-flags-in-rust,False
17,docs.statsig.com/server/erlangSDK,False
17,docs.statsig.com/server/Templates,False
17,docs.statsig.com/client/Templates,False
16,docs.statsig.com/statsig-warehouse-native/guides/scaling,True
16,docs.statsig.com/statsig-warehouse-native/guides/reading_pulse,True
16,docs.statsig.com/server/phpCoreSDK,False
16,docs.statsig.com/server-core/Templates,False
16,docs.statsig.com/server-core/MigrationGuideTemplates,False
16,docs.statsig.com/metrics/hierarchical-id,True
16,docs.statsig.com/guides/frameworks,False
16,docs.statsig.com/developer-guides/feature-flags-in-ruby,False
10,docs.statsig.com/console-api,False
8,docs.statsig.com/server/concepts,False
8,docs.statsig.com/robots.txt,False
8,docs.statsig.com/experiments-plus/stats-engine/methodologies/cuped,False
7,docs.statsig.com/statsig-warehouse-native/guides/features/turbo,False
7,docs.statsig.com/guides/pulse/read-pulse,False
6,docs.statsig.com/pulse/user_properties,False
6,docs.statsig.com/getting-started/quickstart,False
6,docs.statsig.com/experiments-plus/overview,False
6,docs.statsig.com/experiments-plus/bayesian-deprecated,False
6,docs.statsig.com/ai-evals/graders,False
5,docs.statsig.com/support/does-statsig-local-mode-randomly-return-true-or-false-without-overrides,False
5,docs.statsig.com/server,False
5,docs.statsig.com/experiments/custom-metrics,False
5,docs.statsig.com/experiments,False
5,docs.statsig.com/client/js-sdk,False
4,docs.statsig.com/support/why-are-the-units-for-an-overall-ratio-metric-smaller-than-the-units-for-its-components,False
4,docs.statsig.com/integrations/event-webhooks,False
4,docs.statsig.com/guides/usingEnvironments,False
4,docs.statsig.com/guides/sidecar-experiments///0x8197da05,False
4,docs.statsig.com/guides/landing-page-experiments/layers,False
4,docs.statsig.com/features/ai-enhanced-experimentation,False
4,docs.statsig.com/feature-gates/rules,False
4,docs.statsig.com/faq/compare-different-event-names,False
4,docs.statsig.com/experiments/best-practices,False
4,docs.statsig.com/docs/overview,False
4,docs.statsig.com/client/custom_metrics,False
3,docs.statsig.com/workspace/environments,False
3,docs.statsig.com/slack-support/private-support-ticket,False
3,docs.statsig.com/server/sidecar,False
3,docs.statsig.com/server/sdk-keys,False
3,docs.statsig.com/server/dynamic-configs,False
3,docs.statsig.com/segments///0x8197da05,False
3,docs.statsig.com/sdk/user_segmentation,False
3,docs.statsig.com/platform/diagnostics,False
3,docs.statsig.com/integrations/data-connectors,False
3,docs.statsig.com/guides/sidecar-experiments,False
3,docs.statsig.com/guides,False
3,docs.statsig.com/features/user-segmentation,False
3,docs.statsig.com/features/product-management,False
3,docs.statsig.com/features/feature-gates,False
3,docs.statsig.com/experimentation/experimentation-overview,False
3,docs.statsig.com/dynamic-configs,False
3,docs.statsig.com/data-warehouse-ingestion/overview,False
3,docs.statsig.com/client/jsclientsdk,False
3,docs.statsig.com/client/javascriptSDK,False
3,docs.statsig.com/client/events,False
3,docs.statsig.com/client,False
3,docs.statsig.com///0x8197da05,False
2,docs.statsig.com/users/integrations/connect-your-warehouse,False
2,docs.statsig.com/under-the-hood/how-statsig-randomization-works,False
2,docs.statsig.com/test_getting-started,False
2,docs.statsig.com/statsig-warehouse-native/metrics/count-distinct/unit-count-once,False
2,docs.statsig.com/statsig-warehouse-native/guides,False
2,docs.statsig.com/statsig-warehouse-native/data-privacy%E2%80%9D,False
2,docs.statsig.com/server/rest-api,False
2,docs.statsig.com/server/python,True
2,docs.statsig.com/server/api-reference,False
2,docs.statsig.com/sdk,False
2,docs.statsig.com/integrations/webhooks,False
2,docs.statsig.com/infrastructure/terraform-experiments,False
2,docs.statsig.com/guides/use-statsig-for-analytics-only,False
2,docs.statsig.com/guides/stable-id,False
2,docs.statsig.com/guides/session-replay-playlists,False
2,docs.statsig.com/guides/mcp,False
2,docs.statsig.com/guides/experiment-on-custom-id-types/abn-tests,False
2,docs.statsig.com/guides/best-practices,False
2,docs.statsig.com/gates,False
2,docs.statsig.com/features/dynamic-configs,False
2,docs.statsig.com/experiments-plus/s,False
2,docs.statsig.com/experiments-plus/experimentation,False
2,docs.statsig.com/experimentation/rollouts,False
2,docs.statsig.com/experimentation/metric-winsorization,False
2,docs.statsig.com/docs,False
2,docs.statsig.com/data-warehouse-native/intro-to-data-warehouse-native,False
2,docs.statsig.com/console/featureGates/introduction,False
2,docs.statsig.com/console/dynamicConfig,False
2,docs.statsig.com/console-api/experiments-plus,False
2,docs.statsig.com/concepts/user/%23why-is-an-id-always-required-for-server-sdks,False
2,docs.statsig.com/client/web,False
2,docs.statsig.com/client/javascript,True
2,docs.statsig.com/client/deprecated/reactNativeSDK/reactNativeExpoSDK,False
2,docs.statsig.com////0x8197da05/,False
1,docs.statsig.com/webhooks,False
1,docs.statsig.com/warehouse-native-quickstart,False
1,docs.statsig.com/warehouse-native,False
1,docs.statsig.com/targeting,False
1,docs.statsig.com/support/is-the-statsig-python-server-sdk-compatible-with-asgi-applications,False
1,docs.statsig.com/support/how-to-create-a-new-project-in-statsig-when-the-option-is-not-visible,False
1,docs.statsig.com/statsig-warehouse-native/metrics/mean/ratio,False
1,docs.statsig.com/statsig-warehouse-native/metrics/log/sum,False
1,docs.statsig.com/statsig-warehouse-native/metrics/log/count,False
1,docs.statsig.com/statsig-warehouse-native/metrics/latest-value/unit-count-latest,False
1,docs.statsig.com/statsig-warehouse-native/metrics/count-distinct/count,False
1,docs.statsig.com/statsig-warehouse-native/feature-flags/view-exposures,False
1,docs.statsig.com/stats-equalization/benjamini-hochberg,False
1,docs.statsig.com/stats-engine/statistical-tests,False
1,docs.statsig.com/sidecar/overview,False
1,docs.statsig.com/server/sdk/node,False
1,docs.statsig.com/server/rubySDK.md,False
1,docs.statsig.com/server/python-core,False
1,docs.statsig.com/server/nodejs-sdk,False
1,docs.statsig.com/server/nodejs,False
1,docs.statsig.com/server/node_sdk,False
1,docs.statsig.com/server/local-mode,False
1,docs.statsig.com/server/java-sdk,False
1,docs.statsig.com/server/dynamic-config,False
1,docs.statsig.com/server/csharpSDK,False
1,docs.statsig.com/server/api,False
1,docs.statsig.com/server/about,False
1,docs.statsig.com/server-core/python/python-core,False
1,docs.statsig.com/segments////0x8197da05/,False
1,docs.statsig.com/segments////0x8197da05,False
1,docs.statsig.com/security/audit-logs,False
1,docs.statsig.com/sdks/js-web,False
1,docs.statsig.com/sdks/getting-started/log-your-first-custom-event,False
1,docs.statsig.com/sdks/getting-started/create-your-first-feature-flag,False
1,docs.statsig.com/recipes/sdk-overview,False
1,docs.statsig.com/product-analytics/events,False
1,docs.statsig.com/platform/integrations/framer,False
1,docs.statsig.com/platform/experiments,False
1,docs.statsig.com/platform/events,False
1,docs.statsig.com/platform/data-pipeline,False
1,docs.statsig.com/platform/data-export,False
1,docs.statsig.com/parameter-store,False
1,docs.statsig.com/monitoring/logs,False
1,docs.statsig.com/metrics/overview,False
1,docs.statsig.com/metrics/metric-builder,False
1,docs.statsig.com/metrics/derived-metrics,False
1,docs.statsig.com/messages/user-object,False
1,docs.statsig.com/messages/exposure,False
1,docs.statsig.com/manual-release,False
1,docs.statsig.com/log-event-api,False
1,docs.statsig.com/llm.txt,False
1,docs.statsig.com/integrations/event-webhook,False
1,docs.statsig.com/guides/sidecar-experiments/creating-experiments/measuring-experiments,False
1,docs.statsig.com/guides/sidecar-experiments////0x8197da05/,False
1,docs.statsig.com/guides/feature-gates,False
1,docs.statsig.com/guides/experiment-on-custom-id-types/ab-tests,False
1,docs.statsig.com/guides/event-logging,False
1,docs.statsig.com/guides/aa-test/)%E3%80%82,False
1,docs.statsig.com/getting-started/experiment-on-custom-unit-id-types,False
1,docs.statsig.com/getting-started,False
1,docs.statsig.com/funnel,False
1,docs.statsig.com/features/targeting,False
1,docs.statsig.com/features/percentage-rollouts,False
1,docs.statsig.com/features/layers,False
1,docs.statsig.com/feature-gates/intro,False
1,docs.statsig.com/feature-gates/experiment-analysis/statistics,False
1,docs.statsig.com/feature-flags/stale-gates,False
1,docs.statsig.com/feature-flags/safeguards,False
1,docs.statsig.com/feature-flags/id-lists-segments,False
1,docs.statsig.com/feature-flag,False
1,docs.statsig.com/faq/is-the-statsig-python-server-sdk-compatible-with-asgi-applications,False
1,docs.statsig.com/experiments/units,False
1,docs.statsig.com/experiments/qa,False
1,docs.statsig.com/experiments/overview,False
1,docs.statsig.com/experiments/monitoring,False
1,docs.statsig.com/experiments/lifecycle,False
1,docs.statsig.com/experiments/experiments-with-configs,False
1,docs.statsig.com/experiments/experiment-ids,False
1,docs.statsig.com/experiments/convert-feature-gate,False
1,docs.statsig.com/experiments/analyze,False
1,docs.statsig.com/experiments-plus/sidecar,False
1,docs.statsig.com/experiments-plus/power-analysis/)%E3%80%82,False
1,docs.statsig.com/experiments-plus/persistent-assignment,False
1,docs.statsig.com/experiments-plus/isolated-experiments,False
1,docs.statsig.com/experiments-plus/introduction,False
1,docs.statsig.com/experiments-plus/feature-gates-vs-experiments,False
1,docs.statsig.com/experiments-plus/experimentation/best-practices,False
1,docs.statsig.com/experiments-plus/create-new/,True
1,docs.statsig.com/experimentation/overrides,False
1,docs.statsig.com/experimentation/metrics,False
1,docs.statsig.com/experimentation/analyze-experiment-results,False
1,docs.statsig.com/experiment-results/metrics,False
1,docs.statsig.com/experimen,False
1,docs.statsig.com/dynamic-config/intro,False
1,docs.statsig.com/docs/viewing-metadata-trends,False
1,docs.statsig.com/docs/dashboard,False
1,docs.statsig.com/developer-guides,False
1,docs.statsig.com/data-warehouse/warehouse-native,False
1,docs.statsig.com/data-warehouse-native/quickstart,False
1,docs.statsig.com/data-warehouse-native/make-metric,False
1,docs.statsig.com/data-warehouse-native/connecting/snowflake,False
1,docs.statsig.com/data-warehouse-native/cohort-metrics,False
1,docs.statsig.com/data-warehouse-ingestion/statsig-warehouse-native/guides/quick-start,False
1,docs.statsig.com/data-warehouse-connectors/bigquery,False
1,docs.statsig.com/data-warehouse,False
1,docs.statsig.com/data-pipeline/warehouse-metrics,False
1,docs.statsig.com/data-ingestion/ingesting-metrics,False
1,docs.statsig.com/console/webhooks,False
1,docs.statsig.com/console/getting-started,False
1,docs.statsig.com/console/experiments,False
1,docs.statsig.com/console-api/segments/rules,False
1,docs.statsig.com/console-api/gates/rules,False
1,docs.statsig.com/console-api/dynamic-config,False
1,docs.statsig.com/console-api/all-endpoints-generated.md,False
1,docs.statsig.com/concepts/user/why-is-an-id-always-required-for-server-sdks,False
1,docs.statsig.com/compliance/data_privacy_for_web,False
1,docs.statsig.com/client/webSDK,False
1,docs.statsig.com/client/v3.0.0/api-reference/javascript-sdk,False
1,docs.statsig.com/client/python-sdk/stable-id,False
1,docs.statsig.com/client/deprecated/reactNativeSDK/reactSDK,False
1,docs.statsig.com/client/deprecated/reactNativeExpoSDK/reactSDK,False
1,docs.statsig.com/client/deprecated/reactNativeExpoSDK/reactNativeSDK,False
1,docs.statsig.com/client/custom_proxy,False
1,docs.statsig.com/client/api-reference/javascript-sdk,False
1,docs.statsig.com/client/androidSDK,False
1,docs.statsig.com/best-practices/rollouts,False
1,docs.statsig.com/best-practices,False
1,docs.statsig.com/autotune/overview,False
1,docs.statsig.com/api,False
1,docs.statsig.com/ai-evaluations,False
1,"docs.statsig.com/ai-evals/overview),",False
1,docs.statsig.com/ai-evals/getting-started-online-evals,False
1,docs.statsig.com/access-management/scim/okta_scim,False
1,docs.statsig.com////0x8197da05,False
1,[TRUNCATED] https://docs.statsig.com/server-core/node-core/AttributeError:%20'statsig_python_core.Experiment'%20object%20has%20no%20attribut,False
1,"[TRUNCATED] https://docs.statsig.com/integrations/mcp/%23:~:text=You%2520are%2520an%2520expert,%2520diligent,check%2520to%2520a%2520constant",False
1,"[TRUNCATED] https://docs.statsig.com/integrations/mcp/%23:~:text=The%2520Statsig%2520MCP%2520server%2520now,MCP%2520server%2520especially%25",False
